[H[2J[3J468890,434068,0,0,2458,2418,0,0,1,0,,dU,5905,,0.677392040643522,,P,0.17715
468890,434068,0,0,2458,2419,0,0,2,0,,dY,4000,,,,I,0.2
468890,434068,0,0,2458,2418,0,0,3,0,,Ts,0.01,,,,D,0.05
468890,434068,0,0,2458,2418,0,0,4,0,,Td,0.1,,,,,
468890,434068,0,0,2458,2419,0,0,5,0,,,,,,,,
468890,434068,0,0,2458,2419,0,0,6,0,,B,0.01,,,,,
468890,434068,0,0,2457,2417,0,0,7,0,,A,0.85,,,,,
468890,434068,0,0,2458,2419,0,0,8,0,,,,,,,,
468890,434068,0,0,2458,2419,0,0,9,0,,,,,,,,
468890,434068,0,0,2458,2417,0,0,10,0,,,,,,,,
468890,434068,0,0,2458,2419,0,0,11,0,,,,,,,,
468890,434068,0,0,2457,2419,0,0,12,0,,,,,,,,
468890,434068,0,0,2458,2418,0,0,13,0,,,,,,,,
468890,434068,0,0,2458,2418,0,0,14,0,,,,,,,,
468890,434068,0,0,2458,2419,0,0,15,0,,,,,,,,
468890,434068,0,0,2457,2418,0,0,16,0,,,,,,,,
468890,434068,0,0,2457,2418,0,0,17,0,,,,,,,,
468890,434068,0,0,2457,2418,0,0,18,0,,,,,,,,
468890,434068,0,0,2458,2419,0,0,19,0,,,,,,,,
468890,434068,0,0,2458,2418,0,0,20,0,,,,,,,,
468890,434068,0,0,2458,2418,0,0,21,0,,,,,,,,
468890,434068,0,0,2457,2419,0,0,22,0,,,,,,,,
468890,434068,0,0,2458,2418,0,0,23,0,,,,,,,,
468890,434068,0,0,2458,2418,0,0,24,0,,,,,,,,
468890,434068,0,0,2458,2419,0,0,25,0,,,,,,,,
468890,434068,0,0,2458,2418,0,0,26,0,,,,,,,,
468890,434068,0,0,2457,2418,0,0,27,0,,,,,,,,
468890,434068,0,0,2458,2418,0,0,28,0,,,,,,,,
468890,434068,0,0,2458,2419,0,0,29,0,,,,,,,,
468890,434068,0,0,2457,2418,0,0,30,0,,,,,,,,
468890,434068,0,0,2458,2418,0,0,31,0,,,,,,,,
468890,434068,0,0,2458,2418,0,0,32,0,,,,,,,,
468890,434068,0,0,2457,2419,0,0,33,0,,,,,,,,
468890,434068,0,0,2457,2418,0,0,34,0,,,,,,,,
468890,434068,0,0,2458,2418,0,0,35,0,,,,,,,,
468890,434068,0,0,2458,2419,0,0,36,0,,,,,,,,
468890,434068,0,0,2458,2419,0,0,37,0,,,,,,,,
468890,434068,0,0,2458,2418,0,0,38,0,,,,,,,,
468890,434068,0,0,2458,2419,0,0,39,0,,,,,,,,
468890,434068,0,0,2457,2419,0,0,40,0,,,,,,,,
468890,434068,0,0,2458,2418,0,0,41,0,,,,,,,,
468890,434068,0,0,2458,2419,0,0,42,0,,,,,,,,
468890,434068,0,0,2458,2419,0,0,43,0,,,,,,,,
468890,434068,0,0,2458,2418,0,0,44,0,,,,,,,,
468890,434068,0,0,2458,2418,0,0,45,0,,,,,,,,
468890,434068,0,0,2458,2419,0,0,46,0,,,,,,,,
468890,434068,0,0,2458,2418,0,0,47,0,,,,,,,,
468890,434068,0,0,2458,2418,0,0,48,0,,,,,,,,
468890,434068,0,0,2458,2419,0,0,49,0,,,,,,,,
468890,434068,0,0,2458,2418,0,0,50,0,,,,,,,,
